readType	refseqid	row	juncpos5	juncpos3	num_NC.41	num_CRC.41	num_NC.42	num_CRC.42	gene_symbol	gene_id	contig	strand	gene_desc
CDS	NM_001320717	35167	219524466	219526129	3	1	1	0	BCS1L	617	chr2	+	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
CDS	NM_001320717	35167	219524466	219526482	1	0	1	0	BCS1L	617	chr2	+	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
CDS	NM_001320717	35167	219526030	219526129	10	14	15	13	BCS1L	617	chr2	+	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
CDS	NM_001320717	35167	219526243	219526482	3	0	1	2	BCS1L	617	chr2	+	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
CDS	NM_001320717	35167	219526268	219526482	7	22	8	5	BCS1L	617	chr2	+	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
CDS	NM_001320717	35167	219526676	219526920	9	19	14	18	BCS1L	617	chr2	+	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
CDS	NM_001320717	35167	219526983	219527233	8	21	15	22	BCS1L	617	chr2	+	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
CDS	NM_001320717	35167	219526983	219527238	0	2	2	0	BCS1L	617	chr2	+	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
CDS	NM_001320717	35167	219526983	219527606	2	0	0	0	BCS1L	617	chr2	+	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
CDS	NM_001320717	35167	219527402	219527606	10	27	14	16	BCS1L	617	chr2	+	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
CDS	NM_001320717	35167	219527723	219527857	6	16	7	18	BCS1L	617	chr2	+	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
CDS	NM_001320758	22205	231978443	231974123	1	0	16	0	HTR2B	3357	chr2	-	5-hydroxytryptamine receptor 2B
CDS	NM_001320758	22205	231988127	231978643	1	0	10	0	HTR2B	3357	chr2	-	5-hydroxytryptamine receptor 2B
CDS	NM_001320758	22205	231989686	231978643	0	0	2	0	HTR2B	3357	chr2	-	5-hydroxytryptamine receptor 2B
CDS	NM_001320833	7912	223386665	223389663	2	16	0	5	SGPP2	130367	chr2	+	sphingosine-1-phosphate phosphatase 2
CDS	NM_001320833	7912	223389752	223423066	1	21	0	9	SGPP2	130367	chr2	+	sphingosine-1-phosphate phosphatase 2
CDS	NM_001320905	24534	242617867	242615652	1	12	3	20	DTYMK	1841	chr2	-	deoxythymidylate kinase
CDS	NM_001320905	24534	242619644	242617992	1	1	0	1	DTYMK	1841	chr2	-	deoxythymidylate kinase
CDS	NM_001320905	24534	242619644	242618064	3	6	1	11	DTYMK	1841	chr2	-	deoxythymidylate kinase
CDS	NM_001320905	24534	242619830	242619734	0	1	0	0	DTYMK	1841	chr2	-	deoxythymidylate kinase
CDS	NM_001320905	24534	242621334	242619734	0	0	0	1	DTYMK	1841	chr2	-	deoxythymidylate kinase
CDS	NM_001320905	24534	242625184	242617992	0	1	0	1	DTYMK	1841	chr2	-	deoxythymidylate kinase
CDS	NM_001320905	24534	242625184	242618064	0	0	0	2	DTYMK	1841	chr2	-	deoxythymidylate kinase
CDS	NM_001320905	24534	242625184	242619734	4	20	7	22	DTYMK	1841	chr2	-	deoxythymidylate kinase
CDS	NM_001320905	24534	242625222	242618064	0	1	0	1	DTYMK	1841	chr2	-	deoxythymidylate kinase
CDS	NM_001320905	24534	242626069	242625292	3	16	12	16	DTYMK	1841	chr2	-	deoxythymidylate kinase
CDS	NM_001321003	62250	55464424	55463956	5	17	12	25	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55467147	55464564	9	14	5	24	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55470076	55467311	0	3	2	0	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55470552	55470216	2	7	6	9	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55471165	55470804	1	11	8	7	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55473473	55471369	5	12	1	3	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55476531	55473597	7	14	9	12	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55478757	55476670	0	1	0	0	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55479613	55476670	11	19	3	18	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55481177	55476670	0	1	0	0	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55481177	55479789	0	7	7	3	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55481790	55481337	2	11	6	6	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55489452	55481961	3	7	3	6	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55490584	55489563	1	0	0	0	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321003	62250	55490776	55489563	0	2	0	2	MTIF2	4528	chr2	-	mitochondrial translational initiation factor 2
CDS	NM_001321048	19015	190656667	190660495	6	6	2	4	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190660677	190670378	5	4	5	3	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190670480	190682743	5	5	2	2	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190682906	190708690	10	10	2	3	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190708806	190717381	3	6	3	1	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190708806	190718665	0	0	0	1	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190717503	190718665	10	8	0	8	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190718808	190718965	3	3	2	8	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190719854	190728469	11	9	11	11	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190719854	190732525	1	0	0	0	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190719854	190738222	0	1	0	0	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190728954	190732525	3	5	5	7	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190728954	190732626	1	0	0	0	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190732655	190738222	6	5	3	4	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321048	19015	190738382	190741998	10	11	12	15	PMS1	5378	chr2	+	PMS1 homolog 1, mismatch repair system component
CDS	NM_001321070	32485	95943752	95944469	1	17	0	0	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95944532	95944733	1	12	0	4	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95944892	95945593	0	8	0	2	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95945745	95946990	1	8	1	0	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95947113	95947673	0	14	0	0	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95947764	95947890	0	22	0	2	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95947974	95950717	0	18	0	0	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95947974	95951387	0	1	0	0	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95950863	95951387	0	11	1	2	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95951458	95952227	0	10	1	3	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95952319	95952552	0	16	2	5	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95952605	95952881	0	17	0	0	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95952961	95953144	0	15	0	2	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95953212	95953959	0	11	1	3	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95954048	95954231	0	10	1	4	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321070	32485	95954337	95954681	3	10	1	6	PROM2	150696	chr2	+	prominin 2
CDS	NM_001321099	11320	197707445	197706096	1	2	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197708612	197707549	1	4	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197709248	197708799	1	3	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197710606	197709298	1	3	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197711727	197710741	0	3	1	1	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197712671	197711924	1	8	1	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197729711	197712761	0	6	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197735665	197729804	0	5	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197737165	197735703	1	5	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197737684	197737273	1	3	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197738252	197737750	0	1	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197738409	197738303	4	13	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197740470	197738482	1	1	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197744800	197740545	2	3	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197750148	197744877	1	4	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197750558	197750199	3	3	0	1	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197755552	197750604	2	3	1	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197757070	197755635	0	1	0	2	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197757864	197757125	2	6	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197761855	197757969	0	2	1	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197763041	197761921	0	15	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197767309	197763093	1	3	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321099	11320	197777606	197767466	0	5	0	0	PGAP1	80055	chr2	-	post-GPI attachment to proteins 1
CDS	NM_001321118	4224	131097133	131096805	0	0	0	1	CCDC115	84317	chr2	-	coiled-coil domain containing 115
CDS	NM_001321118	4224	131098481	131096805	12	22	13	15	CCDC115	84317	chr2	-	coiled-coil domain containing 115
CDS	NM_001321118	4224	131099240	131098612	5	15	9	11	CCDC115	84317	chr2	-	coiled-coil domain containing 115
CDS	NM_001321118	4224	131099414	131099322	10	14	9	4	CCDC115	84317	chr2	-	coiled-coil domain containing 115
CDS	NM_001321118	4224	131099584	131099517	0	1	0	0	CCDC115	84317	chr2	-	coiled-coil domain containing 115
CDS	NM_001321118	4224	131099588	131099517	10	12	6	4	CCDC115	84317	chr2	-	coiled-coil domain containing 115
CDS	NM_001321118	4224	131099707	131099517	0	2	0	1	CCDC115	84317	chr2	-	coiled-coil domain containing 115
CDS	NM_001321157	39645	172187069	172182416	1	0	0	0	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321157	39645	172187069	172182658	2	1	1	2	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321157	39645	172188275	172187208	0	2	0	0	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321157	39645	172188314	172187208	8	3	1	6	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321157	39645	172193963	172188377	3	1	0	1	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321157	39645	172195694	172194012	0	1	0	0	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321157	39645	172216932	172196064	4	6	5	2	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321157	39645	172248553	172217023	2	4	0	2	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321157	39645	172271113	172217023	0	0	1	0	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321157	39645	172271113	172248707	1	0	0	0	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321157	39645	172290393	172217023	0	0	1	0	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321157	39645	172290393	172248707	3	0	0	1	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321157	39645	172290393	172271236	1	0	0	0	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321157	39645	172291184	172217023	1	0	0	0	METTL8	79828	chr2	-	methyltransferase like 8
CDS	NM_001321210	6005	32264348	32254803	0	0	0	1	DPY30	84661	chr2	-	dpy-30, histone methyltransferase complex regulatory subunit
CDS	NM_001321210	6005	32264348	32254805	29	39	25	56	DPY30	84661	chr2	-	dpy-30, histone methyltransferase complex regulatory subunit
CDS	NM_001321210	6005	32264490	32264388	0	0	1	0	DPY30	84661	chr2	-	dpy-30, histone methyltransferase complex regulatory subunit
CDS	NM_001321210	6005	32264490	32264395	24	41	27	50	DPY30	84661	chr2	-	dpy-30, histone methyltransferase complex regulatory subunit
CDS	NM_001321233	532	17696436	17695359	0	0	0	1	RAD51AP2	729475	chr2	-	RAD51 associated protein 2
CDS	NM_001321234	49005	133425973	133403853	1	0	0	0	LYPD1	116372	chr2	-	LY6/PLAUR domain containing 1
CDS	NM_001321234	49005	133427454	133426110	2	0	0	0	LYPD1	116372	chr2	-	LY6/PLAUR domain containing 1
CDS	NM_001321267	22568	9000743	8999034	9	10	2	36	MBOAT2	129642	chr2	-	membrane bound O-acyltransferase domain containing 2
CDS	NM_001321267	22568	9002720	9000894	2	3	0	12	MBOAT2	129642	chr2	-	membrane bound O-acyltransferase domain containing 2
CDS	NM_001321267	22568	9004300	9002852	2	3	2	11	MBOAT2	129642	chr2	-	membrane bound O-acyltransferase domain containing 2
CDS	NM_001321267	22568	9008576	9004364	1	2	1	6	MBOAT2	129642	chr2	-	membrane bound O-acyltransferase domain containing 2
CDS	NM_001321267	22568	9013238	9008642	1	0	0	0	MBOAT2	129642	chr2	-	membrane bound O-acyltransferase domain containing 2
CDS	NM_001321267	22568	9013238	9008679	3	7	3	23	MBOAT2	129642	chr2	-	membrane bound O-acyltransferase domain containing 2
CDS	NM_001321267	22568	9017160	9013430	4	5	2	16	MBOAT2	129642	chr2	-	membrane bound O-acyltransferase domain containing 2
CDS	NM_001321267	22568	9022641	9017343	2	3	3	20	MBOAT2	129642	chr2	-	membrane bound O-acyltransferase domain containing 2
CDS	NM_001321267	22568	9028148	9022695	6	5	2	16	MBOAT2	129642	chr2	-	membrane bound O-acyltransferase domain containing 2
CDS	NM_001321267	22568	9048751	9028203	1	4	1	17	MBOAT2	129642	chr2	-	membrane bound O-acyltransferase domain containing 2
CDS	NM_001321267	22568	9083316	9048846	1	6	1	13	MBOAT2	129642	chr2	-	membrane bound O-acyltransferase domain containing 2
CDS	NM_001321270	40473	31410624	31409351	1	0	0	0	CAPN14	440854	chr2	-	calpain 14
CDS	NM_001321308	3249	71043126	71039730	2	0	0	0	CLEC4F	165530	chr2	-	C-type lectin domain family 4 member F
CDS	NM_001321343	19491	103353472	103379046	2	3	0	1	TMEM182	130827	chr2	+	transmembrane protein 182
CDS	NM_001321343	19491	103379145	103380788	2	12	0	2	TMEM182	130827	chr2	+	transmembrane protein 182
CDS	NM_001321343	19491	103380886	103414322	0	0	1	2	TMEM182	130827	chr2	+	transmembrane protein 182
CDS	NM_001321343	19491	103380886	103431207	0	0	0	1	TMEM182	130827	chr2	+	transmembrane protein 182
CDS	NM_001321343	19491	103414459	103431207	2	6	1	0	TMEM182	130827	chr2	+	transmembrane protein 182
CDS	NM_001321343	19491	103423232	103431207	0	1	0	0	TMEM182	130827	chr2	+	transmembrane protein 182
CDS	NM_001321357	36588	27656191	27656273	0	0	0	2	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27656350	27656540	44	48	45	46	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27656662	27656856	62	42	44	36	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27656861	27657338	0	1	0	0	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27656957	27657338	64	50	70	50	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27657427	27657589	65	60	80	58	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27657629	27658000	40	30	52	43	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27658094	27659620	46	38	63	37	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27658613	27659620	1	0	0	0	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27659703	27659914	73	47	68	52	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27659703	27659917	0	0	1	1	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27659972	27660129	58	41	75	51	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27660227	27662633	46	34	57	48	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27660227	27663270	0	1	0	0	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27662765	27663270	71	37	71	69	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27663375	27663519	56	53	88	62	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27663569	27663672	40	29	53	48	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27663792	27663994	0	1	0	0	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27663807	27663994	58	39	92	61	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27664047	27664134	41	38	77	57	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27664197	27664434	62	51	116	78	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321357	36588	27664489	27664575	53	34	71	55	NRBP1	29959	chr2	+	nuclear receptor binding protein 1
CDS	NM_001321390	17206	220038072	220037834	0	1	0	0	CNPPD1	27013	chr2	-	cyclin Pas1/PHO80 domain containing 1
CDS	NM_001321390	17206	220038072	220037850	11	11	8	7	CNPPD1	27013	chr2	-	cyclin Pas1/PHO80 domain containing 1
CDS	NM_001321390	17206	220038868	220038189	13	13	12	7	CNPPD1	27013	chr2	-	cyclin Pas1/PHO80 domain containing 1
CDS	NM_001321390	17206	220039500	220038929	8	18	8	5	CNPPD1	27013	chr2	-	cyclin Pas1/PHO80 domain containing 1
CDS	NM_001321390	17206	220039710	220039628	17	12	11	6	CNPPD1	27013	chr2	-	cyclin Pas1/PHO80 domain containing 1
CDS	NM_001321390	17206	220040313	220039830	15	14	8	5	CNPPD1	27013	chr2	-	cyclin Pas1/PHO80 domain containing 1
CDS	NM_001321390	17206	220040945	220040394	16	4	16	8	CNPPD1	27013	chr2	-	cyclin Pas1/PHO80 domain containing 1
CDS	NM_001321390	17206	220041482	220041053	14	14	19	5	CNPPD1	27013	chr2	-	cyclin Pas1/PHO80 domain containing 1
CDS	NM_001321435	17930	219140749	219140344	45	81	46	78	TMBIM1	64114	chr2	-	transmembrane BAX inhibitor motif containing 1
CDS	NM_001321435	17930	219141727	219140802	18	45	21	22	TMBIM1	64114	chr2	-	transmembrane BAX inhibitor motif containing 1
CDS	NM_001321435	17930	219142089	219141822	38	49	23	35	TMBIM1	64114	chr2	-	transmembrane BAX inhibitor motif containing 1
CDS	NM_001321435	17930	219142356	219142176	58	120	35	64	TMBIM1	64114	chr2	-	transmembrane BAX inhibitor motif containing 1
CDS	NM_001321435	17930	219142658	219142393	53	64	28	56	TMBIM1	64114	chr2	-	transmembrane BAX inhibitor motif containing 1
CDS	NM_001321435	17930	219143238	219142697	39	66	24	45	TMBIM1	64114	chr2	-	transmembrane BAX inhibitor motif containing 1
CDS	NM_001321435	17930	219143761	219143288	35	66	20	48	TMBIM1	64114	chr2	-	transmembrane BAX inhibitor motif containing 1
CDS	NM_001321435	17930	219144012	219143814	56	65	39	76	TMBIM1	64114	chr2	-	transmembrane BAX inhibitor motif containing 1
CDS	NM_001321435	17930	219144749	219143814	1	0	1	0	TMBIM1	64114	chr2	-	transmembrane BAX inhibitor motif containing 1
CDS	NM_001321435	17930	219144749	219144076	16	31	7	31	TMBIM1	64114	chr2	-	transmembrane BAX inhibitor motif containing 1
CDS	NM_001321435	17930	219146663	219144849	17	48	18	26	TMBIM1	64114	chr2	-	transmembrane BAX inhibitor motif containing 1
CDS	NM_001321435	17930	219157189	219144849	0	0	0	1	TMBIM1	64114	chr2	-	transmembrane BAX inhibitor motif containing 1
CDS	NM_001321458	38975	100018707	100017815	10	6	16	7	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100019107	100018809	3	1	16	6	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100019352	100019238	1	0	0	0	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100019352	100019263	4	5	6	6	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100020158	100019569	1	4	11	4	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100020907	100020278	6	2	8	1	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100022372	100021140	7	6	6	6	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100022787	100022568	14	7	18	10	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100024491	100022568	1	0	0	0	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100024491	100022823	0	0	1	0	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100024491	100022893	0	1	1	0	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100024491	100022952	2	3	4	0	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100027157	100024593	4	6	7	2	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100029193	100024593	0	1	0	0	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100029193	100027329	5	4	3	0	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100035290	100029413	6	9	3	1	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100037961	100035409	5	0	2	0	REV1	51455	chr2	-	REV1, DNA directed polymerase
CDS	NM_001321458	38975	100040614	100038115	1	0	4	1	REV1	51455	chr2	-	REV1, DNA directed polymerase
